"Sample","QueryID","SubjectID","Identity","Evalue","Bitscore","AlignmentLength","Coverage","Species","Mycotoxin","Cancer_Association","Mechanism","Evidence_Level","Relevance_Level","Confidence"
"HT07RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_10305","NG_055125",96.491,5.94e-47,189,114,109.99974,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT07RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_3907","NG_055125",95,6.35e-47,189,120,114,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT07RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_8906","NG_055125",96.491,6.35e-47,189,114,109.99974,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT09RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_3736","NG_055125",95,6.4e-47,189,120,114,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES01RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_69961","NG_055125",94.958,2.3e-46,187,119,113.00002,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES02RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_59889","NG_055125",97.273,2.3e-46,187,110,107.0003,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES03RB_L6.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_36717","NG_055125",94.958,2.3e-46,187,119,113.00002,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_13206","NG_055125",94.958,2.3e-46,187,119,113.00002,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_13211","NG_055125",94.958,2.3e-46,187,119,113.00002,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT04RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_9735","NG_055125",96.491,2.28e-46,187,114,109.99974,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT06RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_16219","NG_055125",97.273,2.3e-46,187,110,107.0003,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT07RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_18151","NG_055125",94.958,2.28e-46,187,119,113.00002,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES01RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_16597","NG_055125",96.429,8.28e-46,185,112,108.00048,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES01RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_51877","NG_055125",94.215,8.15e-46,185,121,114.00015,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES01RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_26279","NG_055125",95.652,8.21e-46,185,115,109.9998,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES02RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_50891","NG_055125",95.652,8.21e-46,185,115,109.9998,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES03RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_25812","NG_055125",94.915,8.21e-46,185,118,111.9997,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES03RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_25865","NG_055125",94.915,8.21e-46,185,118,111.9997,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES03RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_26897","NG_055125",95.652,8.21e-46,185,115,109.9998,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES05RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_57851","NG_055125",94.215,7.08e-46,185,121,114.00015,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES05RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_57856","NG_055125",94.215,8.21e-46,185,121,114.00015,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT02RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_10560","NG_055125",97.248,8.28e-46,185,109,106.00032,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_4040","NG_055125",94.958,8.15e-46,185,119,113.00002,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_23418","NG_055125",95.652,8.21e-46,185,115,109.9998,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_18948","NG_055125",94.915,6.94e-46,185,118,111.9997,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_3714","NG_055125",95.652,8.28e-46,185,115,109.9998,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_3715","NG_055125",95.652,8.28e-46,185,115,109.9998,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5456","NG_055125",95.652,8.21e-46,185,115,109.9998,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_9328","NG_055125",95.652,8.08e-46,185,115,109.9998,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_19770","NG_055125",94.915,8.28e-46,185,118,111.9997,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT05RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_2663","NG_055125",95.652,8.21e-46,185,115,109.9998,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT06RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_8836","NG_055125",98.113,8.08e-46,185,106,103.99978,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT06RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_18010","NG_055125",94.915,8.21e-46,185,118,111.9997,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT06RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_21181","NG_055125",94.915,8.15e-46,185,118,111.9997,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT06RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_12054","NG_055125",94.915,8.28e-46,185,118,111.9997,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT06RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_12055","NG_055125",94.915,8.28e-46,185,118,111.9997,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT09RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_6344","NG_055125",95.652,8.21e-46,185,115,109.9998,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES01RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_74387","NG_055125",94.872,2.98e-45,183,117,111.00024,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES02RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_2083","NG_055125",98.095,2.93e-45,183,105,102.99975,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES02RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_2084","NG_055125",98.095,2.93e-45,183,105,102.99975,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES02RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_50892","NG_055125",97.222,2.98e-45,183,108,104.99976,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_12187","NG_055125",94.872,2.83e-45,183,117,111.00024,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_25344","NG_055125",95.614,2.83e-45,183,114,108.99996,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_55410","NG_055125",95.614,2.83e-45,183,114,108.99996,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5528","NG_055125",94.872,2.98e-45,183,117,111.00024,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5529","NG_055125",94.872,2.98e-45,183,117,111.00024,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_43765","NG_055125",95.614,2.95e-45,183,114,108.99996,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES05RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_57853","NG_055125",95.614,2.91e-45,183,114,108.99996,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_3727","NG_055125",95.614,2.95e-45,183,114,108.99996,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_21466","NG_055125",94.872,2.95e-45,183,117,111.00024,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT03RTmix_EKRN25H000089-1A_22TV32LT4_L4.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_6182","NG_055125",94.872,2.95e-45,183,117,111.00024,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT03RTmix_EKRN25H000089-1A_22TV32LT4_L4.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_6183","NG_055125",94.872,2.98e-45,183,117,111.00024,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT04RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_379","NG_055125",95.614,2.93e-45,183,114,108.99996,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_3427","NG_055125",95.614,2.5e-45,183,114,108.99996,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_2330","NG_055125",94.872,2.98e-45,183,117,111.00024,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_19769","NG_055125",94.872,2.93e-45,183,117,111.00024,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT05RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_3038","NG_055125",94.167,2.88e-45,183,120,113.0004,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT06RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_18886","NG_055125",95.614,2.98e-45,183,114,108.99996,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT06RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_12056","NG_055125",94.872,2.98e-45,183,117,111.00024,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT06RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_12132","NG_055125",95.652,2.98e-45,183,115,109.9998,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT07RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_10304","NG_055125",95.614,2.95e-45,183,114,108.99996,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT08RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_2795","NG_055125",95.614,2.93e-45,183,114,108.99996,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT09RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_1465","NG_055125",97.222,2.93e-45,183,108,104.99976,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT09RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_2106","NG_055125",97.222,2.93e-45,183,108,104.99976,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT09RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_2108","NG_055125",97.222,2.93e-45,183,108,104.99976,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT09RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_3733","NG_055125",94.167,2.88e-45,183,120,113.0004,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT09RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_15108","NG_055125",95.614,2.95e-45,183,114,108.99996,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES03RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_2883","NG_055125",95.575,1.06e-44,182,113,107.99975,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_1197","NG_055125",95.575,1.02e-44,182,113,107.99975,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5276","NG_055125",94.167,1.06e-44,182,120,113.0004,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_54943","NG_055125",95.575,1.07e-44,182,113,107.99975,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_54944","NG_055125",95.575,1.07e-44,182,113,107.99975,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_58635","NG_055125",97.196,1.07e-44,182,107,103.99972,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_58636","NG_055125",97.196,1.07e-44,182,107,103.99972,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_58637","NG_055125",97.196,1.07e-44,182,107,103.99972,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES05RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_28517","NG_055125",94.828,1.06e-44,182,116,110.00048,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT01RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_2478","NG_055125",94.118,1.05e-44,182,119,112.00042,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_12378","NG_055125",95.575,1.06e-44,182,113,107.99975,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_21465","NG_055125",94.828,1.06e-44,182,116,110.00048,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_18947","NG_055125",94.828,8.98e-45,182,116,110.00048,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT05RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_21115","NG_055125",94.828,1.07e-44,182,116,110.00048,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT06RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_4095","NG_055125",95.575,1.06e-44,182,113,107.99975,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT06RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5335","NG_055125",94.828,1.05e-44,182,116,110.00048,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT07RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_16674","NG_055125",96.364,1.06e-44,182,110,106.0004,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT07RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_8678","NG_055125",94.167,1.06e-44,182,120,113.0004,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT08RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_5611","NG_055125",95.575,1.06e-44,182,113,107.99975,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT09RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_4333","NG_055125",94.828,1.06e-44,182,116,110.00048,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT09RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_6257","NG_055125",95.575,1.07e-44,182,113,107.99975,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT09RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_3381","NG_055125",94.828,1.07e-44,182,116,110.00048,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT09RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_3382","NG_055125",94.828,1.07e-44,182,116,110.00048,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"HT10RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_3181","NG_055125",94.828,1.05e-44,182,116,110.00048,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES01RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_78254","NG_055125",94.068,2.95e-44,180,118,111.00024,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES01RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_82145","NG_055125",97.17,3.82e-44,180,106,103.0002,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES01RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_82146","NG_055125",97.17,3.73e-44,180,106,103.0002,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES01RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_82147","NG_055125",97.17,3.73e-44,180,106,103.0002,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES01RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_69809","NG_055125",95.536,3.48e-44,180,112,107.00032,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES02RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_80430","NG_055125",96.33,2.7e-44,180,109,104.9997,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES03RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_3690","NG_055125",97.17,3.82e-44,180,106,103.0002,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES03RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_3691","NG_055125",97.17,3.82e-44,180,106,103.0002,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES03RB_L6.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_43261","NG_055125",97.17,2.86e-44,180,106,103.0002,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_55409","NG_055125",95.536,3.67e-44,180,112,107.00032,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5274","NG_055125",94.783,3.85e-44,180,115,109.00045,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5275","NG_055125",94.783,3.85e-44,180,115,109.00045,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
"ES05RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_81296","NG_055125",97.17,3.82e-44,180,106,103.0002,"Aspergillus niger","Ochratoxin A","Possible kidney cancer","Nephrotoxicity, genotoxicity","IARC 2B","2_Potential","Medium"
